email,name,role,temp_password
s00811@students.su.edu,Kendrick Uy,student,@*EUZARXnm17
s00812@students.su.edu,Logan Aquino,student,J$oJd#ShUO5V
s00813@students.su.edu,Alex Esparza,student,pclfGR%PmJo1
s00814@students.su.edu,Aria Salazar,student,1a%4b1R*X9ek
s00815@students.su.edu,Reese Navarro,student,fwiIC^@ue6iV
s00816@students.su.edu,Isabella Esparza,student,m64i79fI@C@Z
s00817@students.su.edu,Drew Gonzales,student,EvvRVVms3#v#
s00818@students.su.edu,Drew Marquez,student,%snQ6^^!I3*L
s00819@students.su.edu,Kendrick Querubin,student,#W3GZ2Lh#ozS
s00820@students.su.edu,Casey Castillo,student,S3SAXy5@Maxh
s00821@students.su.edu,Chris Yap,student,18$UlrLKBoaK
s00822@students.su.edu,Elijah Torres,student,FcbJ7!r%Td4G
s00823@students.su.edu,Charlotte Querubin,student,ujg&U1LVNonc
s00824@students.su.edu,Abigail Marquez,student,UoI6UJ$mAIVd
s00825@students.su.edu,Luna Mendoza,student,4TJAsm4C*!w^
s00826@students.su.edu,Taylor Gonzales,student,%2iKawv9TfmM
s00827@students.su.edu,Alex Torres,student,LxCoF97I*rYb
s00828@students.su.edu,Chris Lazaro,student,!ff1864F8ddP
s00829@students.su.edu,Liam Reyes,student,XY5gSnsxr%n1
s00830@students.su.edu,Charlotte Marquez,student,6TLPW@4bgU5i
s00831@students.su.edu,Amelia Castillo,student,d1mn%#Zh0I5m
s00832@students.su.edu,Jamie Tan,student,eQqpfTy!3#2Y
s00833@students.su.edu,Oliver Flores,student,1mIw^!wzKjqw
s00834@students.su.edu,Drew Domingo,student,6fMifn5*DfdL
s00835@students.su.edu,Noah Yap,student,aYtiKXqx6Uh@
s00836@students.su.edu,Layla Uy,student,Xge^c5z7J%UX
s00837@students.su.edu,Amelia Querubin,student,ml$%7FbU66uA
s00838@students.su.edu,Sofia Torres,student,2L!mVPnXt6Wq
s00839@students.su.edu,Elijah Navarro,student,rx**06qMbNm8
s00840@students.su.edu,Mason Santiago,student,D6ch^I3@2E8%
s00841@students.su.edu,Elijah Natividad,student,$*vuY87yGz3%
s00842@students.su.edu,Zoey Rivera,student,jYs23%vj1DX5
s00843@students.su.edu,Mason Rivera,student,J3%voh1k5G^v
s00844@students.su.edu,Sofia Tan,student,&C6fs1kDT0$D
s00845@students.su.edu,Amelia Uy,student,95WO#abY*SP&
s00846@students.su.edu,Reese Villanueva,student,AWBJ1nNX#0Gv
s00847@students.su.edu,Mason Marquez,student,nR&FFlWyFv7k
s00848@students.su.edu,Jordan Aquino,student,Rf67HDyy%AFm
s00849@students.su.edu,Drew Ilagan,student,0Yjb1iOCF@%Q
s00850@students.su.edu,Luna Garcia,student,UrR^4ZnGoFl*
s00851@students.su.edu,Reese Lazaro,student,RwF*!B*0iKu@
s00852@students.su.edu,Mia Villanueva,student,%xh8#DRmg%e2
s00853@students.su.edu,Layla Villanueva,student,%19PXtVdc0bF
s00854@students.su.edu,Ava Lazaro,student,9V@2ce7LT4eo
s00855@students.su.edu,Abigail Salazar,student,AiJK!0twADl*
s00856@students.su.edu,Morgan Rivera,student,er#yKdaWyx4A
s00857@students.su.edu,Taylor Yap,student,G^t#qB77UBd7
s00858@students.su.edu,Morgan Rivera,student,9y#ePh6@o1oa
s00859@students.su.edu,Charlotte Ortega,student,7RlSAG^EW@64
s00860@students.su.edu,Morgan Querubin,student,&Di&5x&VM1EA
s00861@students.su.edu,Kendrick Aquino,student,IBBzqvDPg@16
s00862@students.su.edu,Sofia Zamora,student,jXh9#DNkTfq0
s00863@students.su.edu,Sam Lazaro,student,!83e0o0!Y9BE
s00864@students.su.edu,Riley Tan,student,lu%CpIy6$&1y
s00865@students.su.edu,Drew Garcia,student,bty2T&qcYLL@
s00866@students.su.edu,Logan Reyes,student,C9JPEk66m$&e
s00867@students.su.edu,Zoey Garcia,student,H7a*6!I^uB56
s00868@students.su.edu,Layla Mendoza,student,fJWy8n7gxV$X
s00869@students.su.edu,Mia Gonzales,student,3t!maRh4uaC&
s00870@students.su.edu,Layla Santiago,student,N4J!k0PoVtz&
s00871@students.su.edu,Luna Marquez,student,m#QblRBRpE1@
s00872@students.su.edu,Mia Salazar,student,R0PzUf*U!S#$
s00873@students.su.edu,Ethan Flores,student,X#Jqn5P#Ni0W
s00874@students.su.edu,Evelyn Zamora,student,fs%7uqN52McE
s00875@students.su.edu,Aria Rivera,student,Z0MGge&@YK6D
s00876@students.su.edu,Riley Ramos,student,f1r%CgMP5qO*
s00877@students.su.edu,Morgan Navarro,student,27K%x^$&l%*J
s00878@students.su.edu,Jamie Aquino,student,0O9Tt&Gy!8iG
s00879@students.su.edu,Evelyn Marquez,student,MVDe&ZRxSE3R
s00880@students.su.edu,Sam Navarro,student,CbH&!Efa3pxs
s00881@students.su.edu,Riley Santiago,student,!@dUI4koN%z9
s00882@students.su.edu,Mia Yap,student,z6s&ePGYozfh
s00883@students.su.edu,Aria Yap,student,auTq*SB&T5L*
s00884@students.su.edu,Taylor Zamora,student,d9*XV0IUlI&G
s00885@students.su.edu,Scarlett Navarro,student,P#p%eTw3Yh&a
s00886@students.su.edu,Oliver Natividad,student,OQs35FFIV@z#
s00887@students.su.edu,Jamie Aquino,student,Q8o*iK3Jl!Qz
s00888@students.su.edu,Logan Bautista,student,m*PgXNv1ekYf
s00889@students.su.edu,Riley Villanueva,student,o@cYgPZ7PaE9
s00890@students.su.edu,Zoey Tan,student,6*uPqPXjJMKw
s00891@students.su.edu,Evelyn Villanueva,student,@MWtk0uHQYCo
s00892@students.su.edu,Riley Querubin,student,%VUM5amPxNez
s00893@students.su.edu,Harper Reyes,student,V%C5HR&e1ZLf
s00894@students.su.edu,Layla Jacinto,student,5qKPme5nX51!
s00895@students.su.edu,Zoey Rivera,student,%PyBAfCo8s50
s00896@students.su.edu,Drew Yap,student,FSvL06nQ5%5Q
s00897@students.su.edu,Isabella Reyes,student,E3b$^V8XCBDF
s00898@students.su.edu,Harper Villanueva,student,Jw!PH66aj&zL
s00899@students.su.edu,Casey Esparza,student,s9d^wUs2xJDg
s00900@students.su.edu,Riley Natividad,student,E2&o%MkqZfAd
s00901@students.su.edu,Scarlett Torres,student,nyJ87%GnQgS*
s00902@students.su.edu,Alex Jacinto,student,zpk7SLzw8G^i
s00903@students.su.edu,Riley Querubin,student,7P7WnS#bR!#a
s00904@students.su.edu,Ethan Domingo,student,zoCI&V&k@S&5
s00905@students.su.edu,Ethan Lazaro,student,A3D53tH@dS54
s00906@students.su.edu,Morgan Navarro,student,k2^$c8iqbFO#
s00907@students.su.edu,Sam Uy,student,3gO^1hAIjMU^
s00908@students.su.edu,Mason Gonzales,student,3kv$wJskr$fT
s00909@students.su.edu,Zoey Cruz,student,1oFg9C$L^l8e
s00910@students.su.edu,Ava Castillo,student,&6QE%RGF2e2^
s00911@students.su.edu,Chloe Villanueva,student,XWMWEOS!!9lm
s00912@students.su.edu,Alex Rivera,student,nlB3V6M9#x0e
s00913@students.su.edu,Zoey Yap,student,x5wSffQc!mn$
s00914@students.su.edu,Riley Castillo,student,v9WZpReS#Njc
s00915@students.su.edu,Oliver Reyes,student,Yt%%GQ8W58PK
s00916@students.su.edu,Riley Yap,student,oTB1tUO&hY&2
s00917@students.su.edu,Zoey Aquino,student,H29BHyEW#o@%
s00918@students.su.edu,Chris Castillo,student,ilzYA*2S*Ytd
s00919@students.su.edu,Mia Panganiban,student,!lFxHC8kR^sF
s00920@students.su.edu,Amelia Santos,student,sa3a#0cWQ32H
s00921@students.su.edu,Kendrick Santiago,student,Gc!7UC3J9zb*
s00922@students.su.edu,Casey Navarro,student,BOlto9lk8#Bs
s00923@students.su.edu,Elijah Esparza,student,&5ob&NnE2Jvo
s00924@students.su.edu,Chris Domingo,student,x^vJWmqUwg9i
s00925@students.su.edu,Riley Ramos,student,M6#Zrc%jawoN
s00926@students.su.edu,Oliver Lazaro,student,%Yd@D#jMqF64
s00927@students.su.edu,Alex Lazaro,student,6ic2sg83*3Mz
s00928@students.su.edu,Evelyn Gonzales,student,6@ja6ps54dgS
s00929@students.su.edu,Harper Yap,student,hWtf@ySyWU2w
s00930@students.su.edu,Layla Uy,student,fIH7qX1ULU*S
s00931@students.su.edu,Kendrick Torres,student,fMei$EJ8&k29
s00932@students.su.edu,Sam Uy,student,Su0cAbm#UN$#
s00933@students.su.edu,Jamie Panganiban,student,l&A12IAil*hF
s00934@students.su.edu,Casey Mendoza,student,PM^6kU#Zz*5^
s00935@students.su.edu,Ethan Reyes,student,NGuivV6E#FGw
s00936@students.su.edu,Amelia Santiago,student,DOh7#@ElRoJd
s00937@students.su.edu,Chris Domingo,student,&4SSjpPADqpx
s00938@students.su.edu,Chloe Zamora,student,fj6HQv$pB@l2
s00939@students.su.edu,Mason Querubin,student,Ds%#ow$0T2sh
s00940@students.su.edu,Mason Castillo,student,T92u!OZZ9qXm
s00941@students.su.edu,Alex Santiago,student,%umQY9quxD9g
s00942@students.su.edu,Aria Gonzales,student,#y6jNWGjDR@V
s00943@students.su.edu,Ava Ramos,student,!c6hZollz7Y@
s00944@students.su.edu,Abigail Garcia,student,1#EYdLlc6os!
s00945@students.su.edu,Oliver Cruz,student,w5!UHWj@zmFV
s00946@students.su.edu,Mia Ramos,student,we&BKU!sx0$g
s00947@students.su.edu,Alex Natividad,student,FH9m8S^!M6ff
s00948@students.su.edu,Oliver Castillo,student,eN0f^VEy6CL*
s00949@students.su.edu,Taylor Lazaro,student,7Ti8Bk%dfmp@
s00950@students.su.edu,Layla Tan,student,mfNt@@6Rx8UI
s00951@students.su.edu,Luna Salazar,student,806!!Cvkzeks
s00952@students.su.edu,Alex Torres,student,pF!Q6Bx&oA48
s00953@students.su.edu,Jamie Yap,student,FNL&#gpf2pHo
s00954@students.su.edu,Mason Castillo,student,c$RuqcIV6u0*
s00955@students.su.edu,Sam Salazar,student,VrK2Cs!Umfo9
s00956@students.su.edu,Harper Panganiban,student,vE5yET$W%kc!
s00957@students.su.edu,Aria Garcia,student,V60d76*yh%f!
s00958@students.su.edu,Chloe Natividad,student,KrVL^M4Ho31!
s00959@students.su.edu,Scarlett Tan,student,C6H3&xTdg5o*
s00960@students.su.edu,Taylor Torres,student,H5aO#8v0iKo5
s00961@students.su.edu,Mason Santos,student,*6Dx$GMmXnS3
s00962@students.su.edu,Chris Uy,student,H2grDwpTNt^%
s00963@students.su.edu,Alex Santiago,student,%O8oqQqm54vU
s00964@students.su.edu,Evelyn Castillo,student,ACPs&usJbZ0j
s00965@students.su.edu,Jamie Ramos,student,UwfA5h%&gqtt
s00966@students.su.edu,Avery Flores,student,Q*Xk$cH90T67
s00967@students.su.edu,Mia Yap,student,IaS2j#1O0nf8
s00968@students.su.edu,Drew Domingo,student,27nI%^T*9x8P
s00969@students.su.edu,Riley Uy,student,Sy2*njNJ#60*
s00970@students.su.edu,Elijah Castillo,student,@qVauila8Igj
s00971@students.su.edu,Drew Zamora,student,@fcDFo9NF1$z
s00972@students.su.edu,Harper Aquino,student,a^Re5Ox5G5$O
s00973@students.su.edu,Sofia Ramos,student,e12jzReBhK#k
s00974@students.su.edu,Liam Villanueva,student,*%rysk7ZeIlM
s00975@students.su.edu,Liam Lazaro,student,!8JY1dFk0j*z
s00976@students.su.edu,Riley Mendoza,student,!c6k$F0nWsP5
s00977@students.su.edu,Logan Santiago,student,0HDU1kWeF3y%
s00978@students.su.edu,Ava Santiago,student,ai4IL6krY6&z
s00979@students.su.edu,Mia Aquino,student,Nec!XAD3^ji5
s00980@students.su.edu,Kendrick Torres,student,8!OU^X*x3&HU
s00981@students.su.edu,Chloe Yap,student,0@IIPns870g7
s00982@students.su.edu,Avery Panganiban,student,Y!qVeBob214j
s00983@students.su.edu,Luna Rivera,student,pUG4SEuxq%Un
s00984@students.su.edu,Luna Torres,student,O8!#7Ftl$lFP
s00985@students.su.edu,Chloe Cruz,student,7*XWfV@sLi4g
s00986@students.su.edu,Avery Ortega,student,GTe7Rd6p%gZg
s00987@students.su.edu,Drew Flores,student,uMY&2e6uXZx0
s00988@students.su.edu,Liam Domingo,student,H#Zmjma39T6d
s00989@students.su.edu,Emma Garcia,student,GbK49wVG^10h
s00990@students.su.edu,Casey Natividad,student,A3Ml2kh0$XT$
s00991@students.su.edu,Sofia Zamora,student,q*1cBNg*8UT5
s00992@students.su.edu,Taylor Tan,student,JZ2Do3aQ8Xx$
s00993@students.su.edu,Chloe Zamora,student,1&Om$yRfuL%5
s00994@students.su.edu,Sofia Querubin,student,S2#7*5LHkni1
s00995@students.su.edu,Mia Tan,student,SPu8%G66u3^e
s00996@students.su.edu,Luna Reyes,student,H*eUJ1OC6gx9
s00997@students.su.edu,Liam Ilagan,student,EKkM9G2rx6^I
s00998@students.su.edu,Alex Gonzales,student,ppBfVD8C%mG^
s00999@students.su.edu,Charlotte Santos,student,9lYzwEyTR#xU
s01000@students.su.edu,Abigail Mendoza,student,@1hV6MLFRUsm
s2020-0003@students.su.edu,Jamie Ortega,student,Gb*oTDtRF6Sx
s2020-0005@students.su.edu,Jamie Querubin,student,$hr!H1yzR2BX
s2020-0006@students.su.edu,Lucas Reyes,student,U0#8g*Mh2&*$
s2020-0009@students.su.edu,Sofia Navarro,student,6I0!!FKa&xn*
s2020-0011@students.su.edu,Mia Santos,student,p91IknVqv$$Z
s2020-0019@students.su.edu,Riley Ramos,student,bRjgb5I#U33V
s2020-0021@students.su.edu,Lucas Ortega,student,n!&J5nRwWA6b
s2020-0025@students.su.edu,Logan Navarro,student,snd@uF#6pB9J
s2020-0026@students.su.edu,Liam Ortega,student,!oi^&O8EFP5%
s2020-0031@students.su.edu,Jamie Querubin,student,g9UwFec!060%
s2020-0034@students.su.edu,Morgan Ortega,student,#KMESDL9kq2r
s2020-0038@students.su.edu,Liam Cruz,student,J6dGPPEHUcH%
s2020-0040@students.su.edu,Riley Navarro,student,A9Rk&*1EiGLB
s2020-0043@students.su.edu,Riley Cruz,student,8HNpPaJ@LuPu
s2020-0044@students.su.edu,Sofia Ramos,student,o#njAWkSHaj3
s2020-0048@students.su.edu,Noah Ramos,student,PgNrPbT&Uj#9
s2020-0055@students.su.edu,Jamie Cruz,student,Jq!$pHTo1gYb
s2020-0064@students.su.edu,Evelyn Santos,student,5L&1MTi%6u^N
s2020-0066@students.su.edu,Jamie Santos,student,D9&345^y@CEw
s2020-0068@students.su.edu,Jamie Navarro,student,02$o$8%trP8g
s2020-0082@students.su.edu,Alex Reyes,student,7b3NXpgYAA*8
s2020-0083@students.su.edu,Riley Cruz,student,$I4E5MNO9cwq
s2020-0084@students.su.edu,Ava Bautista,student,a4O6q6!qxquV
s2020-0085@students.su.edu,Sofia Castillo,student,SmsDv6KA2mN#
s2020-0086@students.su.edu,Riley Querubin,student,13ya2^jqhUon
s2020-0087@students.su.edu,Mia Castillo,student,t^aI@AEbgUf3
s2020-0094@students.su.edu,Mia Navarro,student,7hStxhP!P$Xh
s2020-0097@students.su.edu,Liam Castillo,student,5ebYOmYkb9^P
s2021-0000@students.su.edu,Sofia Navarro,student,hB1txpFeHI&Y
s2021-0008@students.su.edu,Ava Castillo,student,uV2Mg%XDg*8P
s2021-0010@students.su.edu,Mia Santos,student,0mMct!7qQN14
s2021-0012@students.su.edu,Ethan Ramos,student,Y4b42#!wxJci
s2021-0014@students.su.edu,Liam Bautista,student,XNUi*1wBGF9o
s2021-0015@students.su.edu,Sofia Navarro,student,yvQ%e6skZ$DN
s2021-0020@students.su.edu,Logan Reyes,student,W5u7DZ$#NwDB
s2021-0022@students.su.edu,Ava Ramos,student,2py@1Wu6&L$r
s2021-0028@students.su.edu,Sofia Querubin,student,!BxcVX2WivR1
s2021-0032@students.su.edu,Evelyn Domingo,student,dG&MCg30bJoP
s2021-0037@students.su.edu,Morgan Ramos,student,y#1nba3^mgU8
s2021-0041@students.su.edu,Alex Cruz,student,wVB7J@RfJtJ*
s2021-0042@students.su.edu,Alex Reyes,student,yF@2certXIi*
s2021-0045@students.su.edu,Noah Querubin,student,%lV1zKaMSeYB
s2021-0046@students.su.edu,Jamie Garcia,student,aTUH9$gU@S%C
s2021-0051@students.su.edu,Sofia Querubin,student,@pA9YvjYRE6%
s2021-0052@students.su.edu,Ethan Ortega,student,ZN$*9F$2^FdL
s2021-0053@students.su.edu,Noah Domingo,student,tIxEKz*252pV
s2021-0056@students.su.edu,Alex Bautista,student,P%iKy%85xsga
s2021-0057@students.su.edu,Alex Santos,student,zACW%0#Zi3ds
s2021-0060@students.su.edu,Liam Domingo,student,Xp!w3kBDEW0x
s2021-0062@students.su.edu,Lucas Querubin,student,2!WUa&pVm8XX
s2021-0072@students.su.edu,Ava Santos,student,916l8mbEt%Zd
s2021-0073@students.su.edu,Riley Domingo,student,c2p74!FTLa#L
s2021-0075@students.su.edu,Evelyn Castillo,student,$v5D*Zp@M!s%
s2021-0095@students.su.edu,Riley Cruz,student,AjqAJ#75jhtS
s2022-0000@students.su.edu,Sofia Navarro,student,iqK8u@xJ6@UR
s2022-0001@students.su.edu,Evelyn Ortega,student,O5gme^uf8G1K
s2022-0002@students.su.edu,Liam Garcia,student,R7&EP5HbjV5k
s2022-0004@students.su.edu,Mia Reyes,student,dZa$D%*0Qc5A
s2022-0007@students.su.edu,Riley Reyes,student,a^a*z8PSwjyV
s2022-0016@students.su.edu,Evelyn Cruz,student,1mZREoB^@nH7
s2022-0017@students.su.edu,Sofia Domingo,student,dFVU9MPK#D5n
s2022-0023@students.su.edu,Noah Garcia,student,z$V#aiPL^tE2
s2022-0027@students.su.edu,Ethan Castillo,student,d54u#mULH$eP
s2022-0029@students.su.edu,Mia Querubin,student,cuY6SPZ^aHP2
s2022-0033@students.su.edu,Sofia Bautista,student,hdOx130&4cYk
s2022-0036@students.su.edu,Alex Castillo,student,jYnXU7KSTH$A
s2022-0047@students.su.edu,Ethan Santos,student,fZuvCNe7h*^N
s2022-0049@students.su.edu,Ava Ortega,student,5f29%sB93f&$
s2022-0050@students.su.edu,Sofia Castillo,student,x!l8y4v#e1DJ
s2022-0058@students.su.edu,Sofia Ramos,student,Mw9eLpPj@fp$
s2022-0061@students.su.edu,Ethan Castillo,student,tcL!Qv3emW4!
s2022-0067@students.su.edu,Mia Bautista,student,7I#2H%MJsS2X
s2022-0071@students.su.edu,Morgan Querubin,student,Xw2!sZ*ll6x#
s2022-0078@students.su.edu,Ava Ramos,student,$h8UGotOYqOo
s2022-0079@students.su.edu,Alex Navarro,student,ypZDn^%l!$Y7
s2022-0081@students.su.edu,Morgan Navarro,student,A*to@f2F5y!J
s2022-0088@students.su.edu,Sofia Domingo,student,$b3zaV3#T#mU
s2022-0089@students.su.edu,Alex Cruz,student,Y$dxQD6ggM2M
s2022-0092@students.su.edu,Ava Querubin,student,Z4dZimQrmG%N
s2022-0096@students.su.edu,Evelyn Cruz,student,64x%$vIPF@bd
s2023-0013@students.su.edu,Ethan Domingo,student,4QNrJhcRQ1u@
s2023-0018@students.su.edu,Sofia Reyes,student,1sZKme*JOk45
s2023-0024@students.su.edu,Evelyn Bautista,student,*VXp2*&PeDha
s2023-0030@students.su.edu,Sofia Ortega,student,8r&0LuA51VOO
s2023-0035@students.su.edu,Ava Garcia,student,nL9z2fW9!0Rx
s2023-0039@students.su.edu,Jamie Santos,student,sN9nmX9di#R5
s2023-0054@students.su.edu,Noah Castillo,student,DC9#zrqMX4X!
s2023-0059@students.su.edu,Sofia Santos,student,KQC&T2Oip#Sy
s2023-0063@students.su.edu,Evelyn Navarro,student,5SbLaee&q@NU
s2023-0065@students.su.edu,Lucas Reyes,student,8#!s!FSoL@Yc
s2023-0069@students.su.edu,Ethan Querubin,student,v@uyWz@YoW6*
s2023-0070@students.su.edu,Ethan Santos,student,s4PCB3NP&a9%
s2023-0074@students.su.edu,Lucas Cruz,student,Gzl2luL*@pSW
s2023-0076@students.su.edu,Alex Querubin,student,Bt2a7!n5qvYa
s2023-0077@students.su.edu,Noah Castillo,student,vAJCAFKai64@
s2023-0080@students.su.edu,Ethan Santos,student,xd*zpx6W$dE*
s2023-0090@students.su.edu,Ava Ramos,student,%6uq^sPBY6Mq
s2023-0091@students.su.edu,Ethan Bautista,student,ec*3$c9MCZ$i
s2023-0093@students.su.edu,Logan Cruz,student,##$M4jGfS0dC
s2023-0098@students.su.edu,Noah Reyes,student,3i@zywHhs$&E
s2023-0099@students.su.edu,Alex Ramos,student,IG!6AdLW#VQk
